No.;Tanggal;created_date;kota_kab_pelapor;propinsi_pelapor;klasifikasi_pelapor;jabatan_terlapor;kota_kab_terlapor;propinsi_terlapor;id_substansi;id_dugaan_maladministrasi;ringkasan_laporan;id_kantor;kode_kabupaten;kode_prov
1346;06/03/14 00.00;14/05/14 14.04;;BANTEN;Perorangan/Korban Langsung;Direktur RSUD Serang;KABUPATEN SERANG;BANTEN;Kesehatan;Tidak Memberikan Pelayanan;Dugaan penyalahgunaan wewenang yang menyebabkan obat Askes tidak tersedia di RSUD Kabupaten Serang;Kantor Perwakilan Banten;3604;3604
1347;06/03/14 00.00;14/05/14 14.04;;BALI;Kelompok Masyarakat;;;BALI;;Tidak Memberikan Pelayanan;pada bulan januari 2014 pelapor mengajukan permohonan untuk pengurusan akta kelahiran untuk anak-anak panti asuhan Bukit Kehidupan diman terdapat 28 anak yang membutuhkan akta kelahiran. tetapi tidak mendapat pelayanan yang memadai;Kantor Perwakilan Bali;;5171
1348;06/03/14 00.00;14/05/14 14.04;;BALI;Lembaga Swadaya Masyarakat;Kepala Dinas Pekerjaan Umum Kab. Tabanan;;BALI;;Tidak Kompeten;pelapor melihat adanya tumpang tindih proyek yang dikerjakan oleh Dinas Pekerjaan Umum Kab. Tabanan yang kemudian proyek itu sendiri mengalami mangkrak. pelapor telah berusaha meminta konfirmasi dan komitmen penyelesaian pekerjaan proyek tetapi tidak ada ?;Kantor Perwakilan Bali;;5171
1349;06/03/14 00.00;14/05/14 14.04;KOTA DENPASAR;BALI;Media;;;BALI;;Tidak Kompeten;plavon di SDN 1 Banjar Tengah Kec. Negara Jembrana yang baru selesai direnovasi mengalami kerusakan parah hingga jebol. hal ini sangat mengganggu proses belajaar mengajar di SDN tersebut ysng kemudisn bermuara pada turunnya kualitas layanan publik di bida?;Kantor Perwakilan Bali;;5171
1350;06/03/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Kepala Kantor;BONE BOLANGO;GORONTALO;Kejaksaan;Tidak Kompeten;Pihak Pengadilan Tinggi Negeri dugaan penghilangan barang bukti berupa 6 balok kayu;Kantor Perwakilan Gorontalo;7504;7571
1351;06/03/14 00.00;16/06/14 11.21;KOTA SEMARANG;JAWA TENGAH;Perorangan/Korban Langsung;Kepala;MAGELANG;JAWA TENGAH;Pertanahan;Penyimpangan Prosedur;Dugaan penyimpangan prosedur dalam proses pelayanan Kantor Pertanahan Kabupaten Magelang;Kantor Perwakilan DI Yogyakarta;3308;3374
1352;06/03/14 00.00;16/06/14 11.30;KOTA YOGYAKARTA;DAERAH ISTIMEWA YOGYAKARTA;Perorangan/Korban Langsung;Kepala;KOTA YOGYAKARTA;DAERAH ISTIMEWA YOGYAKARTA;Administrasi Kependudukan;Tidak Patut;Pelapor dibentak-bentak saat menyampaikan keluhan di Unit Pelayanan Informasi dan Keluhan Kota Yogyakarta;Kantor Perwakilan DI Yogyakarta;3471;3471
1353;07/03/14 00.00;14/05/14 14.04;KOTA KUPANG;NUSA TENGGARA TIMUR;Perorangan/Korban Langsung;Kepala SMKN 1 Kupang ;KOTA KUPANG;NUSA TENGGARA TIMUR;Kepegawaian;Penyalahgunaan Wewenang;Dugaan  tindakan sewenang-wenang Kepala SMKN 1 Kota Kupang memotong honor para guru honorer, ketika guru tersebut sakit atau ijin. sedangkan guru PNS walaupun sakit atau ijin tetap dibayarkan gaji utuh tanpa dipotong. Hasil kesepakatan rapat menetapk?;Kantor Perwakilan Nusa Tenggara Timur;5371;5371
1354;07/03/14 00.00;14/05/14 14.04;;SULAWESI UTARA;Perorangan/Korban Langsung;Kepala;;SULAWESI UTARA;;Penyimpangan Prosedur;Belum dieksekusinya terpidana Sdr. Vanny Desiree Samsu oleh Kejaksaan Negeri Manado;Kantor Perwakilan Sulawesi Utara;;7171
1355;07/03/14 00.00;14/05/14 14.04;;SULAWESI UTARA;Media;Kepala;;SULAWESI UTARA;;Penyimpangan Prosedur;dugaan adanya tindakan maladministrasi dalam penerimaan CPNS K2 Kabupaten Minahasa Tenggara dimana terdapat nama yang lulus tes CPNS K2 namun nama tersebut tidak tercatat sebagai Pegawai Honorer daerah tersebut;Kantor Perwakilan Sulawesi Utara;;7171
1356;07/03/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Kepala;MINAHASA SELATAN;SULAWESI UTARA;Pertanahan;Penundaan Berlarut;pengurusan sertifikat PRONA yang pengukurannya dilakukan sejak 2 tahun lalu, namun sampai saat ini belum selesai juga;Kantor Perwakilan Sulawesi Utara;7105;7171
1357;07/03/14 00.00;14/05/14 14.04;KOTA PALANGKA RAYA;KALIMANTAN TENGAH;Inisiatif Investigasi;Kepala Dinas Perhubungan Kab. Kotawaringin Timur;KOTAWARINGIN TIMUR;KALIMANTAN TENGAH;Perhubungan/Infrastruktur;Tidak Memberikan Pelayanan;Dugaan tidak memerikan pelayanan oleh Dinas Perhubungan Kab. Kotawaringin Timur, yang berdampak pada terganngunya aktivitas lalu lintas warga di kawasan Pusat Perbelanjaann Mentaya dii Jl. Iskandar, Sampit;Kantor Perwakilan Kalimantan Tengah;6202;6271
1358;07/03/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;kepala;KOTA PRABUMULIH;SUMATERA SELATAN;Pertanahan;Penundaan Berlarut;Mempertanyakan realisasi prona 2013;Kantor Perwakilan Sumatera Selatan;1672;1671
1359;07/03/14 00.00;14/05/14 14.04;;SULAWESI SELATAN;Lembaga Swadaya Masyarakat;Direktur RSUD Lanto Dg. Pasewang Kab. Jeneponto;;SULAWESI SELATAN;;Tidak Kompeten;1. Pengelolaan Parkir oleh PT. Tritunggal Parking yang efektif berlaku sejak 1 Februari 2014 tidak sinkron dengan Perda No. 3  Tahun 2012 Tentang Retribusi Jasa Umum, 2. Dari Pengelolaan parkir oleh PT. Tritunggal Parking terdapat besaran tarif yang diber?;Kantor Perwakilan Sulawesi Selatan;;7371
1360;07/03/14 00.00;14/05/14 14.04;KOTA PADANG;SUMATERA BARAT;Inisiatif Investigasi;lurah;KOTA PADANG;SUMATERA BARAT;Informasi Publik;Penyimpangan Prosedur;Dugaan penguasaan tanpa hak yang dilakukan oknum kelurahan Kubu Marapalam dengan melarikan Ginset, dan penyalahgunaan dana PNPM Mandiri, dana Bantuan PAUD, dana KJKS, bantuan Gempa dll.;Kantor Perwakilan Sumatera Barat;1371;1371
1361;07/03/14 00.00;30/05/14 10.43;BOVEN DIGUL;PAPUA;Perorangan/Korban Langsung;Ketua Komisi Pemilihan Umum Provinsi Papua;KOTA JAYAPURA;PAPUA;Komisi/Lembaga Negara;Penyalahgunaan Wewenang;Dugaan Penyalahgunaan Wewenang Dalam Proses Seleksi dan Penetapan Lima (5)Anggota KPUD Boven Digoel yang dilakukan oleh KPU Provinsi Papua;Kantor Perwakilan Papua;9471;9471
1362;08/03/14 00.00;14/05/14 14.04;KOTA DENPASAR;BALI;Media;;;BALI;;Diskriminasi;terdapat bantuan pemasangan listrik gratis bagi nelayan miskin oleh dinas kelautan dan perikanan Kab. Jembrana yang melibatkan PLN negara sebagai pelaksana. dalam pelaksanaannya benyak nelayan yang masuk kategori miskin justru tidak mendapatkannya;Kantor Perwakilan Bali;;5171
1363;09/03/14 00.00;11/06/14 13.06;MANOKWARI;PAPUA BARAT;Instansi Pemerintah;;MANOKWARI;PAPUA BARAT;Pendidikan;Tidak Kompeten;Dugaan tidak kompeten dalam proyek pembangunan Hotel Praktek SMK Negeri 3 Manokwari ;Kantor Perwakilan Papua Barat;9105;9105
1364;10/03/14 00.00;14/05/14 14.04;ROTENDAO;NUSA TENGGARA TIMUR;Perorangan/Korban Langsung;Penyidik Polres Rote Ndao ;ROTENDAO;NUSA TENGGARA TIMUR;Kepolisian;Penundaan Berlarut;Laporan penundaan berlarut tindak lanjut penanganan laporan polisi atas dugaan penggelapan dana alokasi dana desa (ADD) serta Dana Program Usaha Agribisnis Pertanian (PUAP) yang sedang ditangani oleh penyidik atas nama Bripka Hakim Abdul Syukur ;Kantor Perwakilan Nusa Tenggara Timur;;5371
1365;10/03/14 00.00;14/05/14 14.04;;JAWA TIMUR;Perorangan/Korban Langsung;LKPP;;DKI JAKARTA;;Tidak Kompeten;Dugaan ketidakkompetenan terkait tindak lanjut laporan pengadaan barang/jasa berupa pengadaan paving blok APBD tahun anggaran 2013 yang tendernya dimenangkan oleh CV.Bhakti Karya 8;Ombudsman Republik Indonesia (Jakarta);;3173
1366;10/03/14 00.00;14/05/14 14.04;;JAWA TENGAH;Perorangan/Korban Langsung;TNI AU;JAKARTA TIMUR;DKI JAKARTA;Kepegawaian;Tidak Kompeten;Dugaan adanya penyimpangan prosedur dalam pencopotan  pelapor sebagai ketua Korpri Lanud SMO dan ketidakadilan dalam pemberian tunjangan kinerja pelapor selaku PNS gol.IV A;Ombudsman Republik Indonesia (Jakarta);3172;3173
1367;10/03/14 00.00;14/05/14 14.04;;DKI JAKARTA;Perorangan/Korban Langsung;Biro kepegawaian Sekjen kementerian Kesehatan RI;JAKARTA SELATAN;DKI JAKARTA;Kepegawaian;Penyimpangan Prosedur;Dugaan penyimpangan prosedur terkait ditolaknya permohonan pindah Sdr.Yosephine Lebang ke Badan PPSDM Kesehatan Kemenkes;Ombudsman Republik Indonesia (Jakarta);3171;3173
1368;10/03/14 00.00;14/05/14 14.04;;JAWA BARAT;Kelompok Masyarakat;Walikota Bekasi;;JAWA BARAT;;Penyalahgunaan Wewenang;Dugaan penyalahgunaan wewenang trkait rencana pembangunan perumahan Green Lotus Village diataslahan basah di kota Bekasi;Ombudsman Republik Indonesia (Jakarta);;3273
1369;10/03/14 00.00;14/05/14 14.04;;DKI JAKARTA;Perorangan/Korban Langsung;Kementerian Agama RI;;DKI JAKARTA;;Penundaan Berlarut;Dugaan penundaan berlarut terkait keterlambatan penerimaan kekurangan jumlah tunjangan profesi bagi guru-guru sekolah swasta yang telah memperoleh SK Inpassing;Ombudsman Republik Indonesia (Jakarta);;3173
1370;10/03/14 00.00;14/05/14 14.04;;LAMPUNG;Kuasa Hukum;Presiden RI;;DKI JAKARTA;;Penundaan Berlarut;Belum ditanggapinya surat pelapor terkait permohonan penghapusan hukuman atau pengurangan hukuman klien pelapor atas tindakan pidana pembunuhan terhadap Sdr.Tumijan;Ombudsman Republik Indonesia (Jakarta);;3173
1371;10/03/14 00.00;14/05/14 14.04;;JAWA TENGAH;Perorangan/Korban Langsung;Perhutani Randublatung;;DKI JAKARTA;;Penyalahgunaan Wewenang;Dugaan penyalahgunaan wewenang oleh Perhutani Randublatung terkait pengambilalihan tanah garapan Sdr. Soewono;Ombudsman Republik Indonesia (Jakarta);;3173
1372;10/03/14 00.00;14/05/14 14.04;;BANTEN;Perorangan/Korban Langsung;BPPSDM Kementerian Kesehatan RI;;DKI JAKARTA;;Tidak Kompeten;Dugaan adanya ketidakkompetenan terkait penanganan permohonan aktif kembali sebagai PNS kantor pusat pendidikan Tenaga Kesehatan BPPSDM Kementerian Kesehatan an Ansor Eka Jaya;Ombudsman Republik Indonesia (Jakarta);;3173
1373;10/03/14 00.00;14/05/14 14.04;;DKI JAKARTA;Perorangan/Korban Langsung;Panitia Seleksi CPNS Kemendikbud tahun 2013;;DKI JAKARTA;;Penyimpangan Prosedur;Dugaan penyimpangan prosedur terkait diloloskannya Sdr.Syaifudin dalam seleksi CPNS tahun 2013 dilingkungan Kemendikbud RI dimana yang bersangkutan tidak sesuai dengan kualifikasi formasi yang dibutuhkan;Ombudsman Republik Indonesia (Jakarta);;3173
1374;10/03/14 00.00;14/05/14 14.04;;JAWA TENGAH;Perorangan/Korban Langsung;Panitia Seleksi CPNS Kementerian Pendidikan & Kebudayaan tahun 2013;;DKI JAKARTA;;Penyalahgunaan Wewenang;Dugaan penyalahgunaan wewenang terkait diloloskannya Sdri. Lolita Agusta Magdalena Parera dalam seleksi CPNS Kemendikbud 2013 di Lingkungan Universitas Nusa Cendana;Ombudsman Republik Indonesia (Jakarta);;3173
1375;10/03/14 00.00;14/05/14 14.04;KOTA MATARAM;NUSA TENGGARA BARAT;Inisiatif Investigasi;Kepala Kantor Wilayah Kementerian Agama Provinsi NTB ;KOTA MATARAM;NUSA TENGGARA BARAT;Kepegawaian;Penyalahgunaan Wewenang;Kepala Kanto Kementerian agama mengundang seluruh jajaran PNS lingkup Kementerian Agama kabupaten dan Kota untuk hadir dalam rapat kordinasi untuk anggaran 2014 di asrama haji mataram,,akan tetapi dalam rapat tersebut bukan rapat koordinasi melainkan rapa;Kantor Perwakilan Nusa Tenggara Barat;5271;5271
1376;10/03/14 00.00;14/05/14 14.04;LOMBOK BARAT;NUSA TENGGARA BARAT;Perorangan/Korban Langsung;Kepala BPJS Ketenagakerjaan Mataram;KOTA MATARAM;NUSA TENGGARA BARAT;Asuransi/Jaminan Sosial;Tidak Memberikan Pelayanan;1.Bahwa Pelapor adalah Cucu dari Bahrudin Kebek yang telah meninggal pada  Selasa, 15 Oktober  2013 di Rumah Sakit Umum Provinsi Nusa Tenggara Barat.2.Bahwa menurut Pelapor, Bahrudin Kebek bekerja sebagai buruh harian lepas di Pelabuhan Lembar dan menj?;Kantor Perwakilan Nusa Tenggara Barat;5271;5271
1377;10/03/14 00.00;14/05/14 14.04;LOMBOK BARAT;NUSA TENGGARA BARAT;Perorangan/Korban Langsung;Kepala Kantor Imigrasi Kelas I Mataram;KOTA MATARAM;NUSA TENGGARA BARAT;Imigrasi;Penyimpangan Prosedur;1.Bahwa Pelapor adalah Warga Negara Asing (Prancis)2.Menurut Pelapor pada tanggal 25 Februari 2014 Pelapor dijemput  oleh petugas Imigrasi kelas I Mataram untuk di bawa kekantor Imigrasi Mataram karena Pelapor menyalahgunakan Visa Kunjungan untuk beker?;Kantor Perwakilan Nusa Tenggara Barat;5271;5271
1378;10/03/14 00.00;14/05/14 14.04;;KALIMANTAN TIMUR;Kuasa Hukum;Kepala Biro;KOTA SAMARINDA;KALIMANTAN TIMUR;Pertanahan;Penyimpangan Prosedur;Pelapor melalui kuasa hukumnya melaporkan atas lahan tanah yang diakuinya sebagai pemilik sah yang berada di Jl. Kadrie Oening Gg. Respen RT.31 Kel. Air Hitam Kec. Samarinda Ulu dengan surat penguasaan tanah no : 02/F-1/AP-X/1985.;Kantor Perwakilan Kalimantan Timur;6472;6471
1379;10/03/14 00.00;14/05/14 14.04;KOTA BALIKPAPAN;KALIMANTAN TIMUR;Media;Camat;KOTA SAMARINDA;KALIMANTAN TIMUR;Administrasi Kependudukan;Penyalahgunaan Wewenang;Pemberitaan media Samarinda Pos edisi 15 Februari 2014 yang memberitakan dugaan Camat Palaran yang jarang melaksanakan tugas sehari-hari selaku camat/jarang ada ditempat, kesulitan untuk dihubungi oleh para pihak serta mengarah adanya tindakan Indisipline;Kantor Perwakilan Kalimantan Timur;6472;6471
1380;10/03/14 00.00;14/05/14 14.04;KOTA PALU;SULAWESI TENGAH;Media;;;SULAWESI TENGAH;;Penyimpangan Prosedur;dugaan penyimpangan prosedur pada reklamasi pantai teluk Palu;Kantor Perwakilan Sulawesi Tengah;;7271
1381;10/03/14 00.00;14/05/14 14.04;KOTA PONTIANAK;KALIMANTAN BARAT;Lembaga Swadaya Masyarakat;Kapolresta Pontianak Kota;KOTA PONTIANAK;KALIMANTAN BARAT;Kepolisian;Penundaan Berlarut;Dugaan penundaan berlarut yang dilakukan oleh Polresta Pontianak Kota dalam penanganan laporan kepolisian No : 2206/VI/2013/Kalbar tanggal 3/06/2013;Kantor Perwakilan Kalimantan Barat;6171;6171
1382;10/03/14 00.00;14/05/14 14.04;BENGKAYANG;KALIMANTAN BARAT;Kelompok Masyarakat;Bupati Bengkayang;BENGKAYANG;KALIMANTAN BARAT;Kepegawaian;Penyalahgunaan Wewenang;Dugaan penyalahgunaan wewenang yang dilakukan kepala SKPD dalam memberikan SK fiktif yang digunakan oleh tenaga honorer dalam rekrutmen CPNS di Bengkayang dan dugaan tidak transparan Pemkab Bengkayang dalam mempublikasikan tenaga honorer K I yang memenuh?;Kantor Perwakilan Kalimantan Barat;6102;6171
1383;10/03/14 00.00;14/05/14 14.04;;KALIMANTAN SELATAN;Perorangan/Korban Langsung;Kantor Pertanahan Kabupaten Barito Kuala;;KALIMANTAN SELATAN;;Penundaan Berlarut; Belum Diterbitkannya permohonan pendaftaran  Sertifkat Hak Milik Yang Dimohonkan Oleh Sufiannoor pada Kantor Pertanahan Kabupaten Barito Kuala;Kantor Perwakilan Kalimantan Selatan;;6371
1384;10/03/14 00.00;14/05/14 14.04;;SULAWESI SELATAN;Perorangan/Korban Langsung;Direktur RSUD Haji;;SULAWESI SELATAN;;Penyimpangan Prosedur;Pelapor menduga bahwa Tenaga honorer K2 yang lulus seleksi CPNS  Tahun 2013 dari RSUD Haji Prov. Sulsel memiliki SK fiktif.;Kantor Perwakilan Sulawesi Selatan;;7371
1385;10/03/14 00.00;14/05/14 14.04;;SULAWESI SELATAN;Perorangan/Korban Langsung;Bendahara Madrasah Ibtidaiyah Radhiatul Adawiyah Makassar;;SULAWESI SELATAN;;Permintaan Imbalan Uang, Barang dan Jasa;Siswa - siswi tidak diizinkan mengikuti Ujian Tengah Semester, karena tidak membayar biaya ujian, dan berimbas pada pemotongan dana BSM.;Kantor Perwakilan Sulawesi Selatan;;7371
1386;10/03/14 00.00;14/05/14 14.04;;ACEH;Perorangan/Korban Langsung;;;ACEH;;Penundaan Berlarut;Dugaan laporan yang disampaikan pelapor mengenai belum adanya tindak lanjut terhadap faktor kebisingan suara mesin pabrik.;Kantor Perwakilan Aceh;;1171
1387;10/03/14 00.00;14/05/14 14.04;;KEPULAUAN BANGKA BELITUNG;Perorangan/Korban Langsung;KEPALA DUSUN;;KEPULAUAN BANGKA BELITUNG;;Penundaan Berlarut;Dugaan penundaan berlarut atas pengurusan surat pengakuan hak atas tanah Pelapor selama enam tahun, yang dilakukan oleh pemerintah desa Pagarawan;Kantor Perwakilan Kepulauan Bangka Belitung;;1971
1388;10/03/14 00.00;14/05/14 14.04;;#N/A;Perorangan/Korban Langsung;Pimpinan Direksi PDAM;KOTA PANGKALPINANG;KEPULAUAN BANGKA BELITUNG;Kepegawaian;Penyimpangan Prosedur;dugaan rencana pemberian hak pensiun pelapor tidak sesuai dengan masa kerja pelapor ;Kantor Perwakilan Kepulauan Bangka Belitung;;1971
1389;10/03/14 00.00;14/05/14 14.04;SERDANG BEDAGAI;SUMATERA UTARA;Lembaga Swadaya Masyarakat;;SERDANG BEDAGAI;SUMATERA UTARA;Kejaksaan;Penundaan Berlarut;Terlapor belum meresponi Surat Pelapor mengenai dugaan Korupsi Dinas PPKA dan Koperasi Surya Amanah;Kantor Perwakilan Sumatera Utara;1218;1275
1390;10/03/14 00.00;14/05/14 14.04;KOTA MEDAN;SUMATERA UTARA;Perorangan/Korban Langsung;Camat Medan Johor;KOTA MEDAN;SUMATERA UTARA;Administrasi Kependudukan;Penyalahgunaan Wewenang;Camat dan Jajarannya sepakat melakukan Pungli untuk pengurusan KK dan KTP Pelapor;Kantor Perwakilan Sumatera Utara;1275;1275
1391;10/03/14 00.00;14/05/14 14.04;;SUMATERA BARAT;Keluarga Korban;Kepala Sekolah;KOTA PADANG;SUMATERA BARAT;Kepegawaian;Penyalahgunaan Wewenang;Dugaan bertindak sewenang-wenang yang dilakukan oleh Kepala SDN 10 Kec.Nanggalo dengan melakukan pemecatan istri pelapor,dimana sebelum pemecatan istri pelapor melahirkan dan diberi waktu istirahat selama 45 hari.;Kantor Perwakilan Sumatera Barat;1371;1371
1392;10/03/14 00.00;14/05/14 14.04;KOTA PADANG;SUMATERA BARAT;Media;lurah;KOTA PADANG;SUMATERA BARAT;Administrasi Kependudukan;Permintaan Imbalan Uang, Barang dan Jasa;Dugaan permintaan uang basa basi yang dilakukan oleh Petugas/pegawai kelurahan Padang Besi kepada masyarakat yang mengurus dokumen kependudukan;Kantor Perwakilan Sumatera Barat;1371;1371
1393;10/03/14 00.00;14/05/14 14.04;;JAWA BARAT;Lembaga Swadaya Masyarakat;Ketua Komisi Informasi Provinsi Banten;KOTA SERANG;BANTEN;Informasi Publik;Penundaan Berlarut;Dugaan penundaan permohonan penyelesaian sengketa informasi publik di KIP Banten;Kantor Perwakilan Banten;3673;3604
1394;10/03/14 00.00;14/05/14 14.04;;#N/A;Keluarga Korban;Pemegang Kas Pengadilan Agama;KOTA GORONTALO;GORONTALO;Peradilan;Tidak Memberikan Pelayanan;Pelapor tidak diberikan informasi terkait mekanisme uang sisa panjar perkara di Pengadilan Agama Gorontalo;Kantor Perwakilan Gorontalo;7571;7571
1395;10/03/14 00.00;14/05/14 14.04;;SULAWESI SELATAN;Perorangan/Korban Langsung;BPN Kabupaten Matra;;SULAWESI BARAT;;Penyimpangan Prosedur;Dugaan penyimpangan prosedur oleh BPN Kabupaten KABUPATEN KOTA MAMUJU Utara dalam administrasi balik nama Sertifikat Tanah di Kabupaten KABUPATEN KOTA MAMUJU Utara;Kantor Perwakilan Sulawesi Barat;;7604
1396;10/03/14 00.00;14/05/14 14.04;;SULAWESI BARAT;Perorangan/Korban Langsung;Kepala BKD Kabupaten Polewali Mandar;;SULAWESI BARAT;;Penyimpangan Prosedur;Kesalahan informasi dari Direktur RSUD Polman untuk ujian k2 serta SK siluman dalam ujian Perawat K2 di Polman;Kantor Perwakilan Sulawesi Barat;;7604
1397;10/03/14 00.00;14/05/14 14.04;;KEPULAUAN RIAU;Perorangan/Korban Langsung;Kepala Dinas Perhubungan Kota Batam;;KEPULAUAN RIAU;;Penyimpangan Prosedur;Pihak Dinas Perhubungan Kota Batam tidak melaksanakan apa yang diperintahkan putusan PTUN Tanjungpinang Nomor 12/G/2013/PTUN-TPI tanggal 20 Oktober 2013;Kantor Perwakilan Kepulauan Riau;;2171
1398;10/03/14 00.00;16/05/14 15.37;JAYAPURA;PAPUA;Keluarga Korban;Kepala Kantor;JAYAPURA;PAPUA;Pertanahan;Penundaan Berlarut;Dugaan Penundaan Berlarut dalam proses Penerbitan Sertifikat Tanah dari Januari 2011 sampai dengan saat ini belum ada kejelasannya pada Kantor Pertanahan Kota Jayapura.;Kantor Perwakilan Papua;9403;9471
1399;10/03/14 00.00;21/05/14 16.39;;#N/A;Kuasa Hukum;Kepala Kantah Kabupaten Wonogiri;;JAWA TENGAH;;Penyimpangan Prosedur;Dugaan penyimpangan prosedur pada proses penanganan permohonan pembatalan SHM 158/Desa Bulu Sari Kecamatan Slogohimo, Kabupaten Wonogiri ;Kantor Perwakilan Jawa Tengah;;3374
1400;10/03/14 00.00;21/05/14 16.40;;#N/A;Perorangan/Korban Langsung;Direktur Politeknik Negeri Jember;JEMBER;JAWA TIMUR;Pendidikan;Penundaan Berlarut;Politeknik Negeri Jember diduga tidak memberikan ijasah pada pelapor.;Kantor Perwakilan Jawa Timur;3509;7835
1401;10/03/14 00.00;21/05/14 16.40;;#N/A;Perorangan/Korban Langsung;Direktur;KOTA SURABAYA;JAWA TIMUR;Ketenagakerjaan;Penundaan Berlarut;Badan Pengembangan SDM Perhubungan (Politeknik Pelayaran Surabaya) diduga tidak memberikan sertifikat BST.;Kantor Perwakilan Jawa Timur;3578;7835
1402;10/03/14 00.00;21/05/14 16.40;;#N/A;Lembaga Swadaya Masyarakat;Kepala Desa Sidomojo Krian Sidoarjo;SIDOARJO;JAWA TIMUR;Perijinan (PTSP);Tidak Memberikan Pelayanan;Kepala Desa sidomojo Krian sidoarjo diduga tidak menindak lanjuti permintaan klarifikasi pelapor.;Kantor Perwakilan Jawa Timur;3515;7835
1403;10/03/14 00.00;21/05/14 16.40;;#N/A;Lembaga Swadaya Masyarakat;Direktur PT. PELNI Cabang Surabaya;KOTA SURABAYA;JAWA TIMUR;Perhubungan/Infrastruktur;Tidak Kompeten;PT. PELNI Cabang Surabaya diduga tidak menyelenggarakan pelayanan publik yang prima.;Kantor Perwakilan Jawa Timur;3578;7835
1404;10/03/14 00.00;21/05/14 16.40;;#N/A;Kelompok Masyarakat;Kepala Dinas Tenaga Kerja Sosial dan Transmigrasi Kabupaten Pasuruan;PASURUAN;JAWA TIMUR;Ketenagakerjaan;Tidak Memberikan Pelayanan;Dinas Tenaga Kerja Sosial dan Transmigrasi Kabupaten Pasuruan tidak menindak lanjuti laporan tenaga kerja di PT. GEMA ISTA RAYA;Kantor Perwakilan Jawa Timur;3514;7835
1405;10/03/14 00.00;21/05/14 16.40;;#N/A;Kelompok Masyarakat;Kepala Dinas Tenaga Kerja Sosial dan Transmigrasi Kabupaten Pasuruan;PASURUAN;JAWA TIMUR;Ketenagakerjaan;Tidak Memberikan Pelayanan;Dinas Tenaga Kerja Sosial dan Transmigrasi Kabupaten Pasuruan diduga tidak menindak lanjuti laporan pidana ketenaga kerjaan dari PT. RAMA GLORIA;Kantor Perwakilan Jawa Timur;3514;7835
1406;10/03/14 00.00;21/05/14 16.40;;#N/A;Perorangan/Korban Langsung;Kepala Dinas Pekerja Umum Kabupaten Bojonegoro;BOJONEGORO;JAWA TIMUR;Perijinan (PTSP);Tidak Memberikan Pelayanan;Dinas Pekerja Umum Kabupaten Bojonegoro diduga memalsu data pemenang tander dan melakukan pekerja proyek.;Kantor Perwakilan Jawa Timur;3522;7835
1407;10/03/14 00.00;21/05/14 16.40;;#N/A;Perorangan/Korban Langsung;Kepala Dinas Tata Bangunan dan Pematusan Kota Surabaya;KOTA SURABAYA;JAWA TIMUR;Pertanahan;Penyalahgunaan Wewenang;Dinas Tata Bangunan dan Pematusan Kota Surabaya diduga memakai tanah pelapor untuk fasum dan saluran pematusan.;Kantor Perwakilan Jawa Timur;3578;7835
1408;10/03/14 00.00;26/06/14 16.42;KOTA JAYAPURA;PAPUA;Perorangan/Korban Langsung;Kepala ;KOTA JAYAPURA;PAPUA;Kepegawaian;Konflik Kepentingan;Dugaan Konflik Kepentingan dalam proses mutasi PNS dilingkungan Balai Wilayah Sungai Papua Atas nama Pelapor Staf BWS Papua;Kantor Perwakilan Papua;9471;9471
1409;10/03/14 00.00;16/07/14 17.27;KOTA YOGYAKARTA;DAERAH ISTIMEWA YOGYAKARTA;Perorangan/Korban Langsung;Kepala;JAKARTA PUSAT;DKI JAKARTA;Ketenagakerjaan;Penyimpangan Prosedur;Dugaan penyimpangan prosedur dalam seleksi CPNS oleh BKN;Kantor Perwakilan DI Yogyakarta;3173;3173
1410;11/03/14 00.00;14/05/14 14.04;;DKI JAKARTA;Perorangan/Korban Langsung;Sudin Pengawasan & Penertiban Bangunan KOTA JAKARTA PUSAT;JAKARTA PUSAT;DKI JAKARTA;Perijinan (PTSP);Penyimpangan Prosedur;Dugaan penyimpangan prosedur dalam mengeluarkan surat segel no.55/076.98/SS/P/II/2014 tgl 27 Februari 2014 & surat perintah bongkar no.55/076.98/SPB/P/III/2014 tgl 6 Maret 2014;Ombudsman Republik Indonesia (Jakarta);3173;3173
1411;11/03/14 00.00;14/05/14 14.04;;SULAWESI TENGAH;Perorangan/Korban Langsung;Inspektorat Prov.Sulawesi Tengah;KOTA PALU;SULAWESI TENGAH;Informasi Publik;Tidak Kompeten;Dugaan tidak kompeten Inspektorat Provinsi Sulawesi Tengah dalam kasus pelecehan seksual yang melibatkan Sdr.Neneng G.Laborahima & Sdr.Damsik Ladjalani;Ombudsman Republik Indonesia (Jakarta);7271;7271
1412;11/03/14 00.00;14/05/14 14.04;;DKI JAKARTA;Perorangan/Korban Langsung;Kementerian Keuangan;;DKI JAKARTA;;Penundaan Berlarut;Dugaan penundaan berlarut pembayaran obligasi 1950 atas nama Luther Wengkang Moningka;Ombudsman Republik Indonesia (Jakarta);;3173
